2025-06-17 11:01:16,444 INFO    MainThread:2523107 [wandb_setup.py:_flush():81] Current SDK version is 0.20.1
2025-06-17 11:01:16,445 INFO    MainThread:2523107 [wandb_setup.py:_flush():81] Configure stats pid to 2523107
2025-06-17 11:01:16,445 INFO    MainThread:2523107 [wandb_setup.py:_flush():81] Loading settings from /home/vcivale/.config/wandb/settings
2025-06-17 11:01:16,445 INFO    MainThread:2523107 [wandb_setup.py:_flush():81] Loading settings from /home/vcivale/DLA_Laboratorires/Esercitazione_1/wandb/settings
2025-06-17 11:01:16,445 INFO    MainThread:2523107 [wandb_setup.py:_flush():81] Loading settings from environment variables
2025-06-17 11:01:16,445 INFO    MainThread:2523107 [wandb_init.py:setup_run_log_directory():703] Logging user logs to /home/vcivale/DLA_Laboratorires/Esercitazione_1/wandb/run-20250617_110116-at8xrdlb/logs/debug.log
2025-06-17 11:01:16,445 INFO    MainThread:2523107 [wandb_init.py:setup_run_log_directory():704] Logging internal logs to /home/vcivale/DLA_Laboratorires/Esercitazione_1/wandb/run-20250617_110116-at8xrdlb/logs/debug-internal.log
2025-06-17 11:01:16,445 INFO    MainThread:2523107 [wandb_init.py:monkeypatch_ipython():622] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x7f401f121090>
2025-06-17 11:01:16,445 INFO    MainThread:2523107 [wandb_init.py:init():831] calling init triggers
2025-06-17 11:01:16,445 INFO    MainThread:2523107 [wandb_init.py:init():836] wandb.init called with sweep_config: {}
config: {'num_epochs': 60, 'batch_size': 256, 'learning_rate': 0.001, 'loss_fn': CrossEntropyLoss(), 'optimizer_type': 'Adam', 'weight_decay': 0.0, 'validation_split': 0.1, 'num_workers': 2, 'pin_memory': True, 'data_augmentation': ['RandomRotation', 'RandomAffine'], 'output_dir': './results', 'logging_steps': 100, 'log_every_epoch': True, 'device': 'cuda', 'seed': 42, 'use_wandb': True, 'wandb_project': 'DeepLearningApplication_Lab1', 'use_early_stopping': True, 'early_stopping_patience': 10, 'early_stopping_metric': 'accuracy', 'maximize_metric': True, 'use_telegram_notifications': True, 'telegram_bot_token': '8145248176:AAHjCprIvnz7AB4-oS8ycvdNlRBw519z-rg', 'telegram_chat_id': '564539816', 'telegram_additional_info': '🧠 Training MLP su MNIST - Exercise 1.1', '_wandb': {}}
2025-06-17 11:01:16,445 INFO    MainThread:2523107 [wandb_init.py:init():872] starting backend
2025-06-17 11:01:16,854 INFO    MainThread:2523107 [wandb_init.py:init():875] sending inform_init request
2025-06-17 11:01:16,857 INFO    MainThread:2523107 [wandb_init.py:init():883] backend started and connected
2025-06-17 11:01:16,863 INFO    MainThread:2523107 [wandb_run.py:_label_probe_notebook():1299] probe notebook
2025-06-17 11:01:16,866 INFO    MainThread:2523107 [wandb_init.py:init():956] updated telemetry
2025-06-17 11:01:16,871 INFO    MainThread:2523107 [wandb_init.py:init():980] communicating run to backend with 90.0 second timeout
2025-06-17 11:01:17,482 INFO    MainThread:2523107 [wandb_init.py:init():1032] starting run threads in backend
2025-06-17 11:01:17,689 INFO    MainThread:2523107 [wandb_run.py:_console_start():2453] atexit reg
2025-06-17 11:01:17,689 INFO    MainThread:2523107 [wandb_run.py:_redirect():2301] redirect: wrap_raw
2025-06-17 11:01:17,690 INFO    MainThread:2523107 [wandb_run.py:_redirect():2370] Wrapping output streams.
2025-06-17 11:01:17,690 INFO    MainThread:2523107 [wandb_run.py:_redirect():2393] Redirects installed.
2025-06-17 11:01:17,691 INFO    MainThread:2523107 [wandb_init.py:init():1078] run started, returning control to user process
2025-06-17 11:01:17,691 INFO    MainThread:2523107 [wandb_watch.py:_watch():70] Watching
2025-06-17 11:01:17,693 INFO    MainThread:2523107 [wandb_init.py:_post_run_cell_hook():592] [no run ID] resuming backend
2025-06-17 11:01:17,784 INFO    MainThread:2523107 [jupyter.py:save_ipynb():404] [no run ID] not saving jupyter notebook
2025-06-17 11:01:17,784 INFO    MainThread:2523107 [wandb_init.py:_pre_run_cell_hook():581] [no run ID] pausing backend
